NO,NOx,CO,NO2,O3,PM10,PM2.5,SO2,Class
23,67,1.26,43,19,40,16,5,0
10,52,1.03,42,39,37,16,4.1,0
5.3,24,0.34,19,44,38,18,3.4,0
3.5,16,0.23,13,53,29,14,2.7,1
2.7,14,0.23,11,68,29,11,2.9,1
2.6,18,0.29,15,73,35,13,3.4,1
2.9,23,0.33,20,45,42,14,5.5,0
3.5,21,0.32,18,56,43,16,5.8,1
2.5,27,0.5,24,64,45,22,5.3,1
3,29,0.67,26,53,55,25,5.2,1
3,29,0.66,26,36,56,23,4.5,1
2.9,26,0.49,23,23,46,18,3.9,0
9.5,42,0.79,33,7.5,33,15,2.2,0
18,57,1.32,40,1.2,29,15,2.9,0
17,55,1.09,38,1,29,15,4.7,0
13,47,0.57,34,1.8,29,16,6.4,0
14,48,0.63,35,0.6,38,18,5.3,0
9.9,41,0.61,31,0.7,39,18,5,0
8.5,34,0.53,26,0.6,40,20,5,0
8.1,33,0.51,25,0.8,42,20,7.3,0
14,41,0.54,27,0.5,44,19,6.4,0
16,41,0.58,25,1,53,18,8.4,1
34,63,0.64,29,2,59,21,11,1
24,58,0.88,34,7.5,60,25,6.6,1
10,36,0.62,25,17,54,25,5.5,1
5.2,24,0.44,19,33,46,25,3.9,0
1.5,16,0.3,14,59,44,22,3.7,1
1,16,0.33,15,82,46,21,4.1,1
1.1,18,0.44,17,79,51,22,4.2,1
1,18,0.35,17,73,57,25,4,1
4.4,48,0.64,44,37,56,35,3,1
1.4,27,0.39,25,39,43,28,1.7,0
7.8,52,0.74,45,17,38,18,3.2,0
6,50,0.88,44,20,39,16,3.4,0
8,48,1.08,40,13,31,12,2.1,0
4.7,40,0.92,35,11,27,10,2,0
8.4,48,1.12,40,4,32,13,3,0
30,77,1.81,47,1.1,42,20,5.4,0
37,82,1.75,45,0.8,50,25,7.8,0
24,63,1.3,39,0.4,49,25,5.4,0
24,58,1.24,34,0.5,48,25,4.2,0
20,51,0.9,32,0.7,48,25,6.7,0
19,49,0.47,30,0.6,51,21,6.8,1
13,39,0.41,26,0.9,53,15,5.3,1
23,46,0.38,23,0.4,48,16,6.1,0
23,46,0.52,22,0.9,46,16,5.4,0
24,47,0.57,23,2.4,43,15,7.2,0
30,60,0.76,30,6,42,20,7.8,0
13,44,0.78,31,19,51,21,6.3,1
7.2,33,0.46,26,35,53,21,7.1,1
3.3,25,0.43,22,64,51,24,6.4,1
2.3,20,0.39,18,85,50,26,5.8,1
2.2,19,0.37,17,79,49,25,3.9,1
2.4,17,0.26,14,61,40,20,3.4,1
2.8,16,0.25,14,48,29,14,3.1,0
3.5,21,0.36,17,26,28,13,2.8,0
6.7,24,0.4,18,12,29,10,2.8,0
8.9,25,0.44,16,6.7,31,5,2.8,0
8.7,27,0.68,18,3.9,26,6,2.7,0
8,38,0.85,30,7.4,27,8,5.2,0
9.9,59,1.04,49,6.3,38,14,19,0
8.6,47,0.92,38,5.5,43,19,8.4,0
6.6,28,0.62,21,6,34,16,2.5,0
13,39,0.6,26,4.3,32,13,5.1,0
13,44,0.63,31,1,45,18,10,0
8.3,37,0.54,28,1.8,50,25,10,0
14,41,0.56,27,0.7,50,25,9.3,0
13,36,0.39,24,1,48,19,6.3,0
23,46,0.44,23,0.7,42,14,7.8,0
15,38,0.5,23,1.1,43,11,6.5,0
22,45,0.69,23,3.2,50,16,6.8,0
21,43,0.6,22,7.3,49,21,7.9,0
12,32,0.49,20,15,43,17,6.8,0
5.7,26,0.42,20,33,38,17,6.9,0
3.6,23,0.38,19,47,38,16,5.9,0
2.1,16,0.3,14,72,39,18,4.1,1
2,17,0.32,15,63,43,20,3.5,1
2.2,14,0.24,12,52,37,15,2.9,1
2.1,12,0.22,10,47,27,14,2.6,0
2.4,13,0.2,10,44,28,12,2.6,0
2.6,23,0.37,20,53,33,15,7,1
2.5,36,0.51,34,55,42,21,21,1
2,37,0.63,35,43,43,25,14,0
1.8,29,0.59,27,43,40,26,3.6,0
4,31,0.6,27,19,38,25,2.3,0
